BRAND_NAME,COMP_NAME,MOLECULE_NAME,THERAPY_AREA,SEGMENT,REGION,PERIOD,MAT_VAL,PREV_MAT_VAL,MAT_UNITS,PREV_MAT_UNITS
Fusicare,Amaris Pharma,Fusidic Acid,Dermatology,Topical Antibacterials,West,MAT Aug 2026,47123644,44844146,196480,197003
Fusicare,Amaris Pharma,Fusidic Acid,Dermatology,Topical Antibacterials,East,MAT Aug 2026,33255706,33815313,133795,143343
Fusicare,Amaris Pharma,Fusidic Acid,Dermatology,Topical Antibacterials,Central,MAT Aug 2026,24703346,23789997,103709,105231
Fusiderm,Cygnet Derma,Fusidic Acid,Dermatology,Topical Antibacterials,North,MAT Aug 2026,143212401,133795714,660787,653097
Fusiderm,Cygnet Derma,Fusidic Acid,Dermatology,Topical Antibacterials,South,MAT Aug 2026,168568447,147532889,745906,690640
Fusiderm,Cygnet Derma,Fusidic Acid,Dermatology,Topical Antibacterials,West,MAT Aug 2026,127144948,115594584,569311,547574
Fusiderm,Cygnet Derma,Fusidic Acid,Dermatology,Topical Antibacterials,East,MAT Aug 2026,80031324,77100761,339613,346129
Fusiderm,Cygnet Derma,Fusidic Acid,Dermatology,Topical Antibacterials,Central,MAT Aug 2026,101042880,93954714,436089,428986
Mupiban,Rivona Labs,Mupirocin,Dermatology,Topical Antibacterials,North,MAT Aug 2026,88683824,93927640,420932,471065
Mupiban,Rivona Labs,Mupirocin,Dermatology,Topical Antibacterials,South,MAT Aug 2026,70731017,68742624,326314,335098
Mupiban,Rivona Labs,Mupirocin,Dermatology,Topical Antibacterials,West,MAT Aug 2026,66640557,68265587,314765,340698
Mupiban,Rivona Labs,Mupirocin,Dermatology,Topical Antibacterials,East,MAT Aug 2026,36129916,38759678,181599,205849
Mupiban,Rivona Labs,Mupirocin,Dermatology,Topical Antibacterials,Central,MAT Aug 2026,47814686,48381343,228425,244219
Mupicare,Kritika Labs,Mupirocin,Dermatology,Topical Antibacterials,North,MAT Aug 2026,55030860,52930021,274843,273774
Mupicare,Kritika Labs,Mupirocin,Dermatology,Topical Antibacterials,South,MAT Aug 2026,42798088,38756361,210095,197036
Mupicare,Kritika Labs,Mupirocin,Dermatology,Topical Antibacterials,West,MAT Aug 2026,42171052,39624200,200041,194660
Mupirex,Aventra Healthcare,Mupirocin,Dermatology,Topical Antibacterials,North,MAT Aug 2026,208115809,192675477,766265,758969
Mupirex,Aventra Healthcare,Mupirocin,Dermatology,Topical Antibacterials,South,MAT Aug 2026,201359303,177127774,735489,692173
Mupirex,Aventra Healthcare,Mupirocin,Dermatology,Topical Antibacterials,West,MAT Aug 2026,180125137,161279698,678687,650127
Mupirex,Aventra Healthcare,Mupirocin,Dermatology,Topical Antibacterials,East,MAT Aug 2026,102229870,98759985,405815,419426
Mupirex,Aventra Healthcare,Mupirocin,Dermatology,Topical Antibacterials,Central,MAT Aug 2026,98169881,90040037,370603,363655
Nadicin,Halcyon Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,North,MAT Aug 2026,95680053,85971091,371267,347687
Nadicin,Halcyon Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,South,MAT Aug 2026,107141227,90248104,440822,387005
Nadicin,Halcyon Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,West,MAT Aug 2026,84234454,72038264,335976,299471
Nadicin,Halcyon Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,East,MAT Aug 2026,55665492,50381979,232417,219245
Nadicin,Halcyon Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,Central,MAT Aug 2026,67278774,58194866,275833,248671
Nadiflex,Solvex Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,North,MAT Aug 2026,40973107,37687013,145228,140379
Nadiflex,Solvex Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,South,MAT Aug 2026,36125303,30987191,133614,120443
Nadiflex,Solvex Pharma,Nadifloxacin,Dermatology,Topical Antibacterials,West,MAT Aug 2026,32901590,29339414,115769,108489
Clobenol,Nuvia Life,Clobetasol,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,258106108,253443587,1578442,1635130
Clobenol,Nuvia Life,Clobetasol,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,260271217,238130048,1620673,1564314
Clobenol,Nuvia Life,Clobetasol,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,169193978,162334611,1114435,1128032
Clobenol,Nuvia Life,Clobetasol,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,123816544,125310826,762982,814638
Clobenol,Nuvia Life,Clobetasol,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,148612153,141597334,967991,972999
Clobetal,Aventra Healthcare,Clobetasol,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,64755922,68816595,319249,355706
Clobetal,Aventra Healthcare,Clobetasol,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,88713124,87798081,441878,458508
Clobetal,Aventra Healthcare,Clobetasol,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,79277479,80610972,409128,436165
Clobetal,Aventra Healthcare,Clobetasol,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,46098839,50239361,229021,261683
Clobetal,Aventra Healthcare,Clobetasol,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,51154636,54069961,278696,308851
Clobix,Lumis Pharma,Clobetasol,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,56619611,59347433,349351,387222
Clobix,Lumis Pharma,Clobetasol,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,49204819,48910314,305489,321108
Clobix,Lumis Pharma,Clobetasol,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,24175570,25409588,158603,176277
Desonex,Indus Cutis,Desonide,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,127699626,114258988,886583,825204
Desonex,Indus Cutis,Desonide,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,92374672,76966257,584117,506278
Desonex,Indus Cutis,Desonide,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,79651570,68688747,510935,458351
Desonex,Indus Cutis,Desonide,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,69574285,63950184,466542,446093
Desonex,Indus Cutis,Desonide,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,70699847,61851695,481856,438522
Flutiderm,Cygnet Derma,Fluticasone,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,73120182,68359980,436502,436104
Flutiderm,Cygnet Derma,Fluticasone,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,69290337,62031219,459439,439546
Flutiderm,Cygnet Derma,Fluticasone,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,37589481,35661937,240484,243817
Flutizone,Pentara Labs,Fluticasone,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,181457094,170169620,945585,935640
Flutizone,Pentara Labs,Fluticasone,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,155184192,134039103,815943,743608
Flutizone,Pentara Labs,Fluticasone,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,166960792,149836260,891400,844063
Flutizone,Pentara Labs,Fluticasone,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,106059434,101627541,528461,534287
Flutizone,Pentara Labs,Fluticasone,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,130338489,118885107,651226,626739
Halobet,Sable & Co Pharma,Halobetasol,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,144769923,150600797,717293,790537
Halobet,Sable & Co Pharma,Halobetasol,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,138825996,132679035,668004,676374
Halobet,Sable & Co Pharma,Halobetasol,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,101279488,100054176,486742,509435
Halobet,Sable & Co Pharma,Halobetasol,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,71963725,76204836,356598,400058
Halobet,Sable & Co Pharma,Halobetasol,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,63160867,63016422,298986,316033
Momecort,Crestlin Pharma,Mometasone,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,389159565,369430765,1865670,1844907
Momecort,Crestlin Pharma,Mometasone,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,284956521,254001431,1386687,1287569
Momecort,Crestlin Pharma,Mometasone,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,345908997,315479950,1769391,1681001
Momecort,Crestlin Pharma,Mometasone,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,207323441,199398649,1054767,1056731
Momecort,Crestlin Pharma,Mometasone,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,192651477,176773861,954515,912353
Momeflex,Aurex Life Sciences,Mometasone,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,151275391,145246605,830650,850254
Momeflex,Aurex Life Sciences,Mometasone,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,156305618,139431103,839732,798580
Momeflex,Aurex Life Sciences,Mometasone,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,143092034,133353674,820072,814768
Momeflex,Aurex Life Sciences,Mometasone,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,82895053,80844420,487000,506342
Momeflex,Aurex Life Sciences,Mometasone,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,76431904,72215175,422849,425923
Momesol,Verdant Derma,Mometasone,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,56696750,55121538,273764,281228
Momesol,Verdant Derma,Mometasone,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,65692054,58777033,328362,310433
Momesol,Verdant Derma,Mometasone,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,27611196,26410211,136965,138425
Steroderm,Cygnet Derma,Mometasone,Dermatology,Topical Corticosteroids,North,MAT Aug 2026,65060868,60153406,303600,297818
Steroderm,Cygnet Derma,Mometasone,Dermatology,Topical Corticosteroids,South,MAT Aug 2026,78445926,67764336,373696,342498
Steroderm,Cygnet Derma,Mometasone,Dermatology,Topical Corticosteroids,West,MAT Aug 2026,59794053,53185259,288179,271960
Steroderm,Cygnet Derma,Mometasone,Dermatology,Topical Corticosteroids,East,MAT Aug 2026,41647977,39038056,185386,184366
Steroderm,Cygnet Derma,Mometasone,Dermatology,Topical Corticosteroids,Central,MAT Aug 2026,35051176,31315290,155536,147433
